Name,ID,Instagram,Wikipedia,SpotifyFollowers,MonthlyListeners,Singles,TopTrackPlays,EarliestAlbum,MonthSinceRelease,Albums,AppearsOn,DiscoveredOn
Dark XzYph3R,1utsJAU5azqzG4rkyp40eC,-1,-1,164,6983,0,1320958,2014-02-06,102,1,0,23
Ayzak Ewan,38ClJp3sUSm3Fa0aLbegSl,https://instagram.com/ayzakewan/,-1,53131,273271,3,5698724,2020-04-03,28,1,0,94
Underoath,3GzWhE2xadJiW8MqRKIVSK,https://instagram.com/underoathband/,-1,537657,1284030,13,52953109,2012-01-01,127,18,27,86
Rod Wave,45TgXXqMDdF8BkjA83OM7z,https://instagram.com/rodwave,-1,3527950,7528433,37,236701400,2018-05-25,51,9,22,92
111robloxdude,0TXYTcZAaQ5RAIgYSRKod3,-1,-1,313,2206,17,25929,2019-07-04,37,4,3,35
Amy Winehouse,6Q192DXotxtaysaqNPy5yR,https://instagram.com/amywinehouse/,https://en.wikipedia.org/wiki/Amy_Winehouse,8000370,11571808,11,606621801,2003-12-30,224,6,37,90
azula,1ExCrobB2mqThavegHEHeS,https://instagram.com/azulabeats,-1,585,397864,15,3534770,2021-06-18,14,1,13,94
GKM,0k3bnH8wmgCMt63P9foZXw,-1,-1,32,785,57,23043,2021-04-01,16,1,2,4
LFERDA,0bmKQDkU4J3gUykZS8tb6v,https://instagram.com/lferda123,-1,358682,208968,13,2003972,2019-11-09,33,3,14,92
WOOSUNG,5LHu1iF8m0XtRBEJbbwSoo,https://instagram.com/iwoosung,-1,433913,1050487,10,24615766,2021-12-09,8,1,6,91
Gyakie,1zO1FWFxxNUCqUuGATxZQZ,https://instagram.com/gyakie_,-1,109889,648026,17,12966949,-1,-1,0,11,92
JBroadway,6WdccSPsTJcEHFoSdWpYvh,https://instagram.com/JBroadway,-1,5163,129929,8,4396087,-1,-1,0,2,93
Jvstus,067nAfPcg13jgaACo5xD0j,https://instagram.com/Jvstuss,-1,80,89,6,92016,-1,-1,0,3,1
SEOLA,0AnZEpTs62mik6O41O3SKf,-1,-1,3318,74101,5,9289356,-1,-1,0,2,91
Z-Man,3XMd7fCgFvAuHCsP7SR6BV,https://instagram.com/zmaineyzdazzle,https://en.wikipedia.org/wiki/Z-Man_(rapper),996,648,2,28395,2003-12-10,224,7,98,15
Flipmode Squad,7JXCJDLGh1k9cg6JbYCpYl,-1,-1,16620,12799,0,484090,1998-09-01,287,1,26,91
Oi Va Voi,1AzrlUnOS6dhH0iMV86ctS,https://instagram.com/oivavoiband/,https://en.wikipedia.org/wiki/Oi_Va_Voi,52329,189717,5,6217855,2003-09-29,227,4,1,86
Gera MX,2hejA1Dkf8v8R0koF44FvW,https://instagram.com/geramx1/,-1,3425375,9429613,83,419800908,2015-12-30,80,7,123,94
Don-J HH,4YVudw8OX0HYki0EFNipv3,-1,-1,839,17655,21,614252,2017-03-05,65,5,10,90
Misty Edwards,1D0eJV6n9INYqsRVhFoLZI,-1,-1,108952,47252,1,5477840,2003-12-05,224,7,26,89
6LACK,4IVAbR2w4JJNJDDRFP3E83,https://instagram.com/6lack/,https://en.wikipedia.org/wiki/6lack,3615005,15507750,42,538094124,2016-11-18,69,3,401,90
Tdraymo,1oicUPqMyK3gGquwHnV6vx,-1,-1,2302,5725,8,145243,2020-04-20,28,4,17,54
Ca$hflow,6MCh8W3POvkiDErm5B9GTR,-1,-1,269,4307,0,84291,-1,-1,0,4,89
John Williams,3dRfiJ2650SZu6GbydcHNb,-1,-1,1150017,4532403,88,84423780,2019-12-18,32,142,841,92
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,https://instagram.com/thepaperkites/,-1,589208,4106188,10,375148413,2013-09-30,107,5,1,92
fckstahlin,6WCIQ1Ct6CFYbissVLaPyb,-1,-1,78,64455,19,233305,2022-03-24,5,3,1,96
YV,5A7HNCq6t0xNDOjZIUZDRk,-1,-1,3703,2189524,12,63983572,-1,-1,0,4,93
YDI,0WJCse94ze07nobVxc7o6i,-1,-1,3472,1231,0,43866,2015-04-07,88,1,1,27
Outside HD Samples,0puqEYQUnviYjUyomzF5rJ,-1,-1,971,92061,11,31830479,2022-08-13,0,1088,19,96
Traviezoz de la Zierra,1tX4Yf64m81Ju9THQiXAzn,https://instagram.com/traviezoz_official,-1,960165,2265316,119,122338527,2018-03-09,53,17,14,91
Acito,01oY6wumU3INVxo8ddX7mj,-1,-1,18070,118347,17,2070915,2020-11-13,21,4,24,92
GTM,2U79YzoLgxZrBbxzrg5l1S,https://instagram.com/g_t1_m/,-1,113,368869,9,1050416,-1,-1,0,2,96
XYZ,7M26B2dpKVQ30MPUYvzWXk,-1,-1,14031,103685,0,7291941,1989-01-01,403,4,30,90
George Balanchine's The Nutcracker,7K2SioSEBmamcFVWyDCV2z,-1,-1,5989,64223,0,5848363,-1,-1,0,1,97
omgkirby,6LlLRudDi60Uy4jcmOSEs1,https://instagram.com/omgkirbydao,-1,31317,1632508,103,28097317,2021-06-18,14,5,0,93
Pearce Joza,0JyZJ9UbbvNfoJ14NAUgqt,-1,-1,7516,1399748,0,36828114,-1,-1,0,5,93
Master HP,6BXGjjGXaYHvpWTuKZfHiQ,-1,-1,966,171193,7,36548281,-1,-1,0,2,90
Psychic TV,3oi0s3WIuxBU5oh87n7za2,-1,-1,60057,84776,12,2795876,2014-01-07,103,41,41,91
Vicetone,0daugAjUgbJSqdlyYNwIbT,https://instagram.com/vicetone,https://en.wikipedia.org/wiki/Vicetone,407735,4129536,65,286948438,2021-04-02,16,1,99,88
YJ,1hFRGJOuOpKC0p3BiUqmnH,https://instagram.com/official_yj_music/,-1,140,1517,11,45450,2020-09-21,23,1,3,15
Lauv,5JZ7CnR6gTvEMKX4g70Amv,https://instagram.com/lauvsongs,-1,5158389,19768848,24,1432611946,2018-05-30,51,5,112,91
Wu Bai,5H8TJITZE1sPjVR2ACzXNS,-1,-1,322016,327500,9,13118249,2008-11-07,165,28,86,92
dazy,38PzLQE4GW8o7A18oGhi0x,https://instagram.com/heydazy,-1,3854,17787756,7,220607333,-1,-1,0,0,97
JAWNY,25pd339V2rRJo84USlcSRP,https://instagram.com/jawnyutah,https://en.wikipedia.org/wiki/jawny,220159,3982243,14,236221469,-1,-1,0,102,92
JAH the Prince of YYZ,4IrkPYCImMlP1Tprfc0RDh,-1,-1,294,10795,2,444874,-1,-1,0,0,1
Lil Vxct,4liBXo1Tt4Zzx7sToYROEZ,https://instagram.com/lilvxct,-1,139,1458,1,133624,-1,-1,0,15,20
Matsuko Mawatari,4uXVncHzrGNwBaQHOWLGG5,-1,-1,10370,154184,8,8148328,2005-04-01,208,5,2,91
Zzz,6hmpH8V3M9Kf5WaMkPUarK,https://instagram.com/zzzcamerasflash,-1,1609,1884,50,249052,2019-07-24,37,3,18,15
Thomas Maguire & Fhiona Ennis,2cjDb0XY2O1olBI17h9M1q,https://instagram.com/thomasandfhiona,-1,1089,22215,3,238242,2010-01-12,151,3,0,91
Jean-Philippe Rameau,4JSWO1Pf2zV991fq64uAce,-1,-1,63049,848481,9,23513692,2021-02-05,18,151,625,93
WJMK,72N8SYBHUEozxzu8FOzzkp,-1,-1,12291,1974,1,839072,-1,-1,0,0,22
Jay YP,2pO4EohNZo979tpWIW5ug6,-1,-1,943,32780,3,2159288,-1,-1,0,0,94
Aaron Tippin,4XwKU420OWVk38vz1KvH3M,-1,-1,520347,793576,3,34674703,1994-11-08,333,13,21,90
Darko US,7C6FTHcdowgX4dzKUd678K,-1,-1,45035,124278,10,2534717,2020-06-06,26,2,0,93
NC2 LABORATORIES,4GuuCagyjrhs4IeWuIkkqH,-1,-1,60,147484,3,12804430,-1,-1,0,0,46
CVBZ,0pt7PX4Hftlg8mV1ySU84Q,-1,-1,73477,1489911,25,202727864,-1,-1,0,6,88
Flying Lotus,29XOeO6KIWxGthejQqn793,-1,-1,700981,1294401,16,47272279,2008-07-09,169,10,39,88
Tinashe,0NIIxcxNHmOoyBx03SfTCD,https://instagram.com/tinashenow,-1,2431262,8910775,44,270973499,2014-10-01,94,7,135,92
"oh, the joy.",6kqOxJqJ4r4cIlbYR4GbP4,https://instagram.com/ohthejoymusic,-1,4507,1192275,108,19268449,2020-11-26,21,6,1,94
Zedd,2qxJFvFYMEDqd7ui6kSAcq,https://instagram.com/zedd,-1,5793928,15951665,58,1248457676,2012-01-01,127,3,942,90
IJUL WG,51byvmusmNgk57TslSel0n,-1,-1,281,47321,5,424140,-1,-1,0,1,94
Kingpin Skinny Pimp,5kkVPwCLmdkqaSQpptZtXj,-1,-1,44471,3067877,31,100913683,1999-03-23,281,13,139,93
Ukuletea,1faC7aPWF4ixGI1Qgu7ort,https://instagram.com/Ukuletea,-1,18944,284972,2,8183708,-1,-1,0,1,93
Lil Xtra,7j8XINhxkD7WS4efrPxbhm,https://instagram.com/lilxtraatl,-1,27986,205464,43,7002113,2018-10-17,46,4,28,91
Eklo,3TlZLU8gQBrjTGJlLLDruk,https://instagram.com/iameklo,-1,22454,369103,24,8708340,-1,-1,0,17,90
Jstn Dmnd,3apiGaGR4luHv38fTEw0I2,https://instagram.com/jstn.dmnd,-1,882,193162,50,1018889,-1,-1,0,10,93
Piano Project,0sOfFTIMocxq5mPB8SFLHn,-1,-1,4190,54778,17,491854,2022-02-25,6,147,0,98
Claudio Abbado,6HclTVD03WSY6GUpN16BkP,-1,-1,46371,1232272,4,35069195,2017-04-21,64,327,903,95
EXID,1xs6WFotNQSXweo0GXrS0O,-1,-1,1423397,720378,18,72326326,2015-04-14,88,5,4,88
TPP Ghost,4H7dcBPACzH0EJ6RalVBgX,-1,-1,211,561,8,100861,-1,-1,0,0,18
HQFU,2JmES21ChodHwbQxyAalx3,-1,-1,240,943,3,216213,2016-04-08,76,2,4,8
BCX,0g8dyAYXMj72hIsb8ttK32,https://instagram.com/clembcx/,-1,6225,415063,13,17759792,-1,-1,0,8,89
T.G. Sheppard,23C7hNBr8GRdsk3VoTSZXh,-1,-1,122464,222169,6,7940831,2010-05-11,147,27,27,88
Dancing Divas,4aMXUYoDHrHTCv0YHIZELo,-1,-1,500,25911,2,4720369,2014-03-05,101,1,29,91
IZKO,1BgmLUmytJuDy5CEzP7SL6,https://instagram.com/iam.izko/?hl=sv,-1,2506,481438,18,9372118,-1,-1,0,0,93
3LW,2lFHVcUeJ9Gq6AZiU3ZAOa,https://instagram.com/official3lw,-1,533269,499882,10,31984255,2000-11-06,261,3,16,92
Original Broadway Cast of Mean Girls,6B1foTh2pK3K4MKQzYaKRu,-1,-1,18046,620423,4,26062952,-1,-1,0,1,90
Bukros Singers,317sZ5Tefi3Nb3ZsU5Y2sK,-1,-1,6934,52706,0,2152407,1993-02-24,354,7,0,94
EXO,3cjEqqelV9zb4BYE3qDQ4O,https://instagram.com/weareone.exo,https://en.wikipedia.org/wiki/Exo_(band),9222540,3965210,14,239048048,2016-08-18,72,17,0,89
C.Gambino,6eWjyO1r0QlvsIuIIcgGxI,https://instagram.com/_cgambino?igshid=1ixj0l7w9rq6y,-1,30758,516111,19,9810419,2022-01-07,7,1,2,92
Jfbm,2fRkEoJRTpr6M10tXXMlzh,https://instagram.com/jfbm.wav/,-1,821,48887,22,2859989,2019-10-23,34,1,19,96
Tevvez,3ZaPFQ05J5qSM5I3Smbp44,https://instagram.com/Tevvez,-1,206783,2937345,9,62554924,2018-08-30,48,7,3,94
WM Wally,4h4vdVJDMjoQJRX8Zkw7XK,https://instagram.com/wm.wally,-1,55,2049,1,26107,-1,-1,0,0,2
Calpurnia,5A2yiLLhc0NJaG8rn4mYp5,-1,-1,577777,916131,7,18035408,-1,-1,0,0,91
MAMAMOO,0XATRDCYuuGhk0oE7C0o5G,https://instagram.com/mamamoo_official,https://en.wikipedia.org/wiki/Mamamoo,5764738,2688176,51,192074024,2016-02-26,78,4,10,91
NNAVY,3X9xtTCJtryAoqsSMKCzXu,https://instagram.com/nnavymusic,-1,6789,101400,6,3443306,2020-11-30,21,1,1,94
Sushi Tuesdays,130QY6jiKP16vEbBJJBY4m,https://instagram.com/sushi_tuesdays,-1,415,21689,1,1933685,-1,-1,0,0,96
VOLAC,4Nl6PVYLwbCFfr3UqQlFtE,https://instagram.com/volacmusic,-1,58368,819123,63,19786968,-1,-1,0,81,93
Eisley,2IL35FbYiOta150uSYBCEg,https://instagram.com/eisley,-1,67105,53753,13,2024452,2005-02-08,210,7,25,88
NTMY,733MYSyqhCFQsxdOri4rBR,-1,-1,2147,91613,7,4772154,-1,-1,0,5,95
Jane Remover,2rLGlNI6htigNxx172qxLu,https://instagram.com/jane_remover,-1,21443,111697,11,2348776,2021-02-26,18,2,15,93
vowl.,5Q0sv5SeMZln6szEW49dHL,https://instagram.com/vowl.music,-1,22037,341776,43,3087991,2019-05-23,39,1,18,91
Yg Gutta,0JwBB9aw8ACInp9F9fFs9K,-1,-1,25,15967,1,140157,-1,-1,0,1,55
Diomedes Diaz,66NweiA3nU84k1S3SZdTSG,https://instagram.com/diomedesdiazvive,-1,2920248,1172082,16,24552661,2006-08-07,192,40,49,92
Plan B,2jSGzJw0ebJLu7OLVSOcBP,-1,-1,1990118,13547897,15,289891996,2002-10-17,238,3,351,92
iAmSon,1T8Be2Meq3EPh7WUBlW11E,-1,-1,2362,10258,10,232137,2017-10-20,58,1,6,92
Xtortion Audio,4mtNoMN4jglEdAWfrD5N9z,-1,-1,6118,65808,1,2341193,2014-11-11,93,12,0,92
TdoT,1gsWpKbKki98WrAnq2VZ7F,-1,-1,723,788,12,50758,2019-12-07,32,1,10,9
Set It Off,06bDwgCHeMAwhgI8il4Y5k,https://instagram.com/setitoff/,https://en.wikipedia.org/wiki/Set_It_Off_(band),769920,2346641,15,182608447,2011-12-30,128,9,22,87
King Von,6QtgPSJPSzcnn7dPZ4VINp,-1,-1,2192847,6280718,27,213914501,2019-09-20,35,4,108,92
Odunsi (The Engine),3QAWvRmq1TMLuNtDKVyRaW,-1,-1,79866,470702,14,17784982,2016-08-01,72,3,45,92
Sh4d0wStrider,3VoJgO0bXokJU0yZyo5Bx9,https://instagram.com/sh4d0wstrider,-1,2880,77674,78,1070333,-1,-1,0,1,94
PFV,4qzup3EC6LnYsm26GF0oa2,https://instagram.com/mattpfv,-1,16634,60684,251,1869560,2020-02-28,30,21,66,86
Uu (刘梦妤),4CUCK4fVLH47CqabxLsECE,-1,-1,12811,46855,6,1110872,-1,-1,0,0,94
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,https://instagram.com/flagaline,https://en.wikipedia.org/wiki/Florida_Georgia_Line,4852007,12209912,18,1164947651,2012-01-01,127,9,518,89
DVSR,1QFYii9jMvldjVBUzBC9t2,https://instagram.com/dvsrofficial,-1,24967,53719,5,1924631,2015-11-23,81,3,0,87
guardin,6zqcGQ6MH6yetBUoquMnL7,https://instagram.com/guardin,-1,193477,857256,72,88024899,2017-10-31,58,3,50,91
Hp Boyz,0JlQaGJZfrqYeZG1AQICxp,https://instagram.com/hpboyz.official,-1,122160,420955,11,29110597,-1,-1,0,0,91
Flume,6nxWCVXbOlEVRexSbLsTer,https://instagram.com/flume,-1,2304073,9870326,48,635414724,2012-11-09,117,6,105,87
Rainbow Dash,0iKnctG436f9uUKSuSFx2n,https://instagram.com/xxextincionxx/,-1,8578,268563,0,6938289,-1,-1,0,73,96
XL the Band,5Dr4feymCwbAmK7bvXpSbl,https://instagram.com/xltheband,-1,3413,8609,29,276632,2020-04-03,28,1,0,67
Dylan Playfair,3kJ7YsRgaO8ggKD1lw4C2T,-1,-1,2947,1204274,0,106312368,-1,-1,0,3,90
Toro y Moi,6O4EGCCb6DoIiR6B1QCQgp,https://instagram.com/toroymoi,https://en.wikipedia.org/wiki/Toro_Y_Moi,676801,2701372,25,113929282,2012-04-24,124,12,29,92
Syndrome,0aoTIxQJvGyH2vLza8yOe5,https://instagram.com/ProdBySyndrome,-1,13569,364858,43,10174230,2018-02-26,54,6,88,92
Ehud Banai,0qdbc8V1HlLub2jB2UJCPk,https://instagram.com/ehudbanai/,https://he.wikipedia.org/wiki/אהוד_בנאי,155024,157445,11,2606826,1998-09-01,287,15,45,91
DB7,1xz6Lk1mQbSsegvxuHj5Lq,-1,-1,5313,116251,61,1668692,-1,-1,0,11,0
FFM,5MAUtUtG1JQsg7PwiHMmZo,-1,-1,596,157503,13,5294228,2018-12-03,44,2,7,1
MDK,4AFmCAFHwoV2o3QR1Wgup4,https://instagram.com/morgandavidking,-1,86980,227063,39,22689676,2013-11-15,105,4,9,1
Los Tigrillos,5kuxm06ltfO1Rj9j5UQewf,-1,-1,284625,1606550,18,61354899,2014-09-22,95,32,186,10
Authority Zero,5CHcX5KtuSz5uo1p5fM3sz,https://instagram.com/authorityzeromusic,https://en.wikipedia.org/wiki/Authority_Zero,91318,271465,5,9716166,2006-06-27,194,12,25,2
Oxymorrons,3GDw9k8FzlOUxPzDUaUhlZ,https://instagram.com/oxymorrons/,-1,9504,38082,15,1141971,-1,-1,0,1,5
Joker Xue,1cg0bYpP5e2DNG0RgK2CMN,-1,-1,501155,734970,58,78581171,2007-07-31,181,7,10,89
Jrldm,10JE9C1e9BzcilPHOV57wB,https://instagram.com/jeraldamn,-1,24298,146141,10,3380885,2022-04-22,4,1,1,93
V.K,6jFaBSdWqiQI4uC2BsGLwE,-1,-1,388,7327,2,878092,-1,-1,0,0,49
TGF P-Money,2QDP9v3ba5QEDnq7hiHnMD,-1,-1,222,26090,6,2441117,2020-07-01,25,1,5,95
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,-1,-1,192109,9886440,15,531086981,2015-02-09,90,1,745,93
Twisted Sister,7b85ve82Sh36a3UAx74wut,-1,https://en.wikipedia.org/wiki/Twisted_Sister,2152399,4784595,2,289306788,1985-11-09,441,15,316,93
LVTHER,4sGfNIfA14nKOKNi9NNQ12,https://instagram.com/lvthermusic,-1,19192,136045,10,13283717,-1,-1,0,12,88
W. Corona,2wqy0ojBEcx7OvHezdGDXQ,https://instagram.com/wcorona/,-1,284743,44584,34,4918142,2014-09-05,95,3,27,88
Django Reinhardt,5Z1XZyEFY0dewG8faEIiEx,-1,-1,346349,514566,9,21455600,2014-03-01,101,60,130,92
CMG The Label,3rO1KMi81CCLjSjkImNtrA,https://instagram.com/cmgthelabel,-1,3759,3637935,11,21275483,2022-07-15,1,1,6,94
Charity Gayle,57YsESW6BGZLHQgOg8AiAq,https://instagram.com/charity_gayle,-1,50489,378871,8,5549343,2017-07-27,61,3,11,94
Abrar Ul Haq,5Z1MqXZgG3ooTyK3oqQVpw,-1,-1,170349,112612,12,1291099,1998-01-01,295,10,21,93
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,-1,-1,1187588,5951773,9,203695428,2021-10-15,10,2,3,93
fnonose,74yvhBPUU5nloVsshHE95q,https://instagram.com/fnonose,-1,2546,522249,41,1346376,2022-07-04,1,1,11,95
Lloyd L.A Elves,06I1YeYsZ1KB6kLkpImD13,-1,-1,14,3792,5,1234693,2020-03-18,29,2,1,2
VG LUCAS,61XP8imLSQd7a5Rj6HpjES,-1,-1,346,5813,4,285563,-1,-1,0,0,41
MF Graves,4oejklv57S7lcCFwegKH1m,https://instagram.com/mfgravesmusic,-1,1673,46499,3,1089579,-1,-1,0,0,93
MPH,62SCu33InHVq97VaWw3eof,https://instagram.com/mph_uk/,-1,9139,232691,48,2089221,-1,-1,0,47,93
G.C. Cameron,4hOdL0iIHLBsP4vWsA03Su,-1,-1,869,8928,0,220534,1974-01-14,583,9,30,64
Hpmaine,5IhBTU9gORynlQ9vygNLf6,-1,-1,266,440,5,151143,2018-10-31,46,1,1,5
Stay Homas,7fUEi9sgiLw8gwQ307T6IU,https://instagram.com/stay.homas,-1,89371,572356,15,16305764,2020-12-11,20,1,7,93
Olivia Rodrigo,1McMsnEElThX1knmY4oliG,https://instagram.com/oliviarodrigo,-1,19647415,39432822,15,1567546317,2021-05-21,15,1,428,95
Yrma Lydya,67qWAKuwmtdyulTeOrIJKt,-1,-1,766,1862,0,20393,2019-11-22,33,1,1,5
ZBeatz,0AS27mzPhLEx1jWAOcw8X9,-1,-1,46,170619,24,1967389,-1,-1,0,6,94
Aqours,6zxQda06WxXX8GmCeYstwV,-1,https://ja.wikipedia.org/wiki/Aqours,105599,91711,31,2805320,2020-10-07,22,2,4,91
Lady A,32WkQRZEVKSzVAAYqukAEA,https://instagram.com/ladya,-1,3593522,7407591,17,306288075,2014-09-30,95,16,343,90
Isata Kanneh-Mason,7FEzSfCBSOo0wAmdk9pQ6M,-1,-1,7745,1032011,15,13279672,2019-07-05,37,3,117,95
LPB Poody,0wHeZY93Ede0g1jXaWsiFS,https://instagram.com/lpb.poody,-1,106534,893646,18,66771783,2019-06-03,38,2,25,91
dyingoutlay,23iXJEufmtnarRpaAUL2pi,https://instagram.com/dyingoutlay,-1,1251,111821,26,980377,-1,-1,0,2,91
TJR,2L8yW8GIoirHEdeW4bWQXq,-1,-1,148183,357577,33,34201009,-1,-1,0,77,89
MadeinTYO,5SyGEPymt1G2uto47tVWvZ,https://instagram.com/madeintyo,-1,1011891,3245482,25,211066774,2016-08-19,72,7,92,88
Rkham,173S1lwuZR74PAaoC5OvhJ,-1,-1,877,30350,19,155625,-1,-1,0,2,98
GBG RECORDS,1ElNKdclfAzhHTPp7VSErY,-1,-1,109,17397,2,300202,-1,-1,0,0,95
GMS Live,60X7K2bIpjUiuCDX7lk19b,https://instagram.com/gmslive/,-1,50719,153380,8,4561855,2014-10-01,94,11,0,92
NVYKO,6X248DezVjx0ucOywxdQiP,-1,-1,2714,58592,1,1287243,-1,-1,0,0,90
We The Kings,3ao3jf5d70Tf4fPh2bnXVl,https://instagram.com/wethekings,https://en.wikipedia.org/wiki/We_the_Kings,1229031,3298630,17,281425784,2007-10-07,178,10,8,88
The Protomen,2rVDi66o7gdeUq1OHUzM0W,https://instagram.com/theprotomen,-1,62771,165897,1,10889343,2005-01-01,211,6,2,88
Ilya Rachkovsky,17LNglC5HCa8x4dQGuTLug,-1,-1,22,16653,0,434235,2008-10-28,166,1,0,37
Midnight Oil,72KyoXzp0NOQij6OcmZUxk,https://instagram.com/midnightoilband,-1,668581,2840993,8,203853608,1996-09-01,311,19,3,91
FL.VCO,6J0r9cNyfu7qW7yN5KjynU,-1,-1,15361,51402,42,1612697,2020-09-15,23,2,31,93
Jean Deaux,4JqpJeNOhP6bAkolNMLwFg,https://instagram.com/jeandeaux,-1,120811,1656714,25,113269660,2018-10-19,46,6,56,91
Woodkid,44TGR1CzjKBxSHsSEy7bi9,https://instagram.com/woodkidmusic/,-1,714176,2374136,16,200965880,2013-01-01,115,3,40,89
NLMT,7j3y4bPpKmpzLoTVzKMFzN,https://instagram.com/nlmt_music,-1,1900,20416,10,328799,-1,-1,0,9,93
Dthang,2THPifY3pg9crvJrg9yOzr,-1,-1,74367,357256,13,7415147,-1,-1,0,11,93
SN0WCRASH,073z2iituqcfggtHLgTB7Q,-1,-1,889,9464,5,1137503,2021-07-21,13,1,0,92
GC,1QHUOWHjMv6foDaERr6CZd,-1,-1,7556,29161,42,316975,2018-05-06,51,2,34,92
SX-10,1my7jrW2AdT4oRDS7o3f0L,-1,-1,3787,2088,0,98120,2000-12-30,260,1,2,40
Jorma Uotinen,2AjgQncgkCAnjAU8aHAa5X,-1,-1,135,34389,1,11476138,1998-01-01,295,1,3,87
CBC Vancouver Orchestra,6dAIdF6nONpHdHJ1QPT6Sk,-1,-1,423,102830,1,2431621,2000-01-01,271,8,31,95
LNDKID,2GKZTUkOC4NA0GDveYcZ2d,-1,-1,1376,18304,7,3885208,-1,-1,0,1,90
C.N.N.,2DgkejQisAbnfdlbPSK92o,-1,-1,508,70457,1,3007147,-1,-1,0,5,92
EBK Young Joc,4lPU30QB53QTUVhkjcb0WS,https://instagram.com/ebkyoungjoc,-1,39983,176960,39,3101853,2019-12-13,32,5,44,92
KG,2k3a4Z4pyDriJYozauuCYj,https://instagram.com/yourkgbaby?igshid=j6pne8jal8oz,-1,12886,194997,16,3394999,-1,-1,0,4,93
PTAF,6Xiuj9T13YmHkjZ70VWerK,-1,-1,237,383918,0,20483491,-1,-1,0,2,95
Bhaskar,6kT18gnkVrCz8xJQcrib7L,https://instagram.com/bhaskar,-1,226505,3299629,83,147701494,-1,-1,0,46,93
Ángela Aguilar,3abT87tqQ4Q5PA5nw6CYyH,-1,-1,621978,4172226,16,175704834,2013-11-12,105,5,79,93
JID,6U3ybJ9UHNKEdsH7ktGBZ7,https://instagram.com/jidsv/,https://en.wikipedia.org/wiki/J.I.D,924152,21050464,22,830622532,2017-03-10,65,4,147,92
JR Torres,38Bf9u0Tg0JOEcjxzqSuAj,-1,-1,47601,1972387,12,74610777,2021-12-29,8,1,4,94
YDE,1evuFyLdwoIOIrYxMUfnWW,https://instagram.com/notyde,-1,7082,127242,6,1554073,-1,-1,0,0,93
Gypsy Jazz Caravan,0SLHeCwwiwjCElg072D2g7,-1,-1,24848,192643,0,12706034,2006-01-01,199,4,1,95
Fnaire,1g8q1m1XjmUW8zOO3vCqcW,-1,-1,117030,92536,11,6534963,2007-12-30,176,2,4,88
P.Keys,3Qr0AOGNlUjOMXtNUPjVZA,https://instagram.com/p.keys,-1,5316,13752,21,588007,2015-01-21,91,2,6,89
Royal Scottish National Orchestra,5xBSsPfZtPItmn72C2EHVf,-1,-1,12008,173424,23,9870969,2020-12-18,20,211,278,92
David Archuleta,2C9n4tQgNLhHPhSCmdsQnk,https://instagram.com/davidarchie,-1,490225,1416975,35,159001971,2008-11-11,165,12,30,88
SOPHIE,5a2w2tgpLwv26BYJf2qYwu,https://instagram.com/sophie_msmsmsm/,-1,373003,537716,19,20934637,2018-06-15,50,2,64,91
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,https://instagram.com/oliviaobrien,-1,1973402,7563728,35,375756640,2019-04-26,40,1,172,90
VGPianoMan,211QXXdZa1rig1jkERQnWY,https://instagram.com/stevenmelin,-1,1504,25271,2,492271,-1,-1,0,0,93
Ayoub,5Q5z9qMjmWotCArthzuv6Q,https://instagram.com/ayoub/,-1,366,282293,1,1217530,-1,-1,0,0,95
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,https://instagram.com/nellyfurtado,https://en.wikipedia.org/wiki/Nelly_Furtado,3249517,16153861,35,701641148,2000-01-01,271,10,1204,92
Otoboke Beaver,0HutkALC7kq2L8b9bnZUkq,https://instagram.com/otobokebeaver,https://en.wikipedia.org/wiki/Coachella_Festival_line-ups,71704,91197,10,1704742,2016-03-11,77,3,0,90
Ayelle,5aNJpeK3hUdPY9orfExdOF,https://instagram.com/ayellemusic,-1,30355,356033,55,9305585,2020-05-15,27,1,66,92
George Harrison,7FIoB5PHdrMZVC3q2HE5MS,https://instagram.com/georgeharrisonofficial,-1,2229513,7102900,1,382413896,1975-09-22,563,15,18,91
Ekulu,1uuC7Sq1w4AmHFGKsLGeBX,https://instagram.com/ekuluworld,-1,7896,11583,4,246616,2021-06-11,14,1,0,93
Daniel Jang,3MVrehTlNNnn06iUlj4axN,https://instagram.com/djang,-1,142189,348597,127,15135048,2014-01-10,103,10,4,93
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,https://instagram.com/smashingpumpkins,https://en.wikipedia.org/wiki/The_Smashing_Pumpkins,4045115,8677348,5,398820445,1991-12-30,368,10,174,91
Brent Ewing,2gDCNElfgzrOIaC8sVACnC,https://instagram.com/brentewingg,-1,3115,98481,4,2899904,-1,-1,0,0,93
Srta. Dayana,3CeHl9feqxRIV99dtatz6W,https://instagram.com/srtadayanaoficial,-1,32995,49927,34,1276695,2016-10-14,70,3,37,90
